"그룹회사코드","마이데이터고객식별자","포트폴리오회원사진","포트폴리오이미지파일정보내용","캐릭터이미지명","공유이미지구분","별명","메일링이메일주소EC","포트폴리오메일링신청여부","이메일주소공개여부","댓글사용여부","포트폴리오공개여부","포트폴리오공개여부최초등록일시","포트폴리오공개여부최종수정일시","직업군공개여부","성별공개여부","금융비금융자산공개여부","시도공개여부","시군구공개여부","추가정보내용","추가정보공개여부","금융자산소득구간구분","금융비금융자산구간구분","CRM연령구분","회원연령","직업군대분류구분","거주시도구분","거주시군구구분","개인정보수집이용동의여부","개인정보수집이용동의일시","최초접속일시","푸쉬수신여부","푸쉬최초등록일시","푸쉬최종변경일시","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000001082",,PNG,avatar3.png,"1",피렌체 루도비코스 4세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00050",51,"11","10","1031","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001083",,PNG,avatar11.png,"1",뉴올리언스 아리스타타,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00030",30,"05","41","4107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001084",,PNG,avatar2.png,"1",두바이 패모,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00055",54,"09","21","2102","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001085",,PNG,avatar22.png,"1",모스크바 샤를,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00030",32,"01","21","2103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001086",,PNG,avatar15.png,"1",그라나다 시클라멘,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00045",44,"05","41","4107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001087",,PNG,avatar30.png,"1",원주 필리프 3세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00025",24,"02","21","2108","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001088",,PNG,avatar23.png,"1",뉴욕 필리프 3세,"","0","0","1","1","","","1","0","1","1","0","","0","00","00","00055",55,"02","10","1018","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001089",,PNG,avatar28.png,"1",베이징 장미,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00049",48,"07","10","1016","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001090",,PNG,avatar20.png,"1",카트만두 참제비고깔,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",39,"08","31","3115","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001091",,PNG,avatar19.png,"1",피렌체 타마르 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00025",26,"07","01","0119","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001092",,PNG,avatar28.png,"1",시카고 서향,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00040",40,"08","54","5404","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001093",,PNG,avatar36.png,"1",베네치아 프랑스 루이 13세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00040",43,"08","27","2709","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001094",,PNG,avatar16.png,"1",리스본 아네모네,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00029",27,"07","10","1022","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001095",,PNG,avatar23.png,"1",과천 미트리다테스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00025",25,"07","57","5718","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001096",,PNG,avatar3.png,"1",홍콩 다비트 4세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",29,"09","34","3403","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001097",,PNG,avatar3.png,"1",라호르 자목련,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00040",42,"07","50","5016","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001098",,PNG,avatar26.png,"1",아바나 시클라멘,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",54,"10","10","1026","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001099",,PNG,avatar7.png,"1",라호르 로벨리아,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00029",29,"07","57","5707","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001100",,PNG,avatar4.png,"1",충주 데메트리오스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00045",45,"06","10","1013","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001101",,PNG,avatar17.png,"1",카이로 진달래,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00060",62,"09","41","4108","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001102",,PNG,avatar22.png,"1",리옹 아르메리아,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00060",62,"05","10","1027","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001103",,PNG,avatar24.png,"1",암스테르담 리처드 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00059",59,"13","10","1005","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001104",,PNG,avatar33.png,"1",라파스 아리스타타,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00039",37,"07","01","0109","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001105",,PNG,avatar16.png,"1",밴쿠버 초롱꽃,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",55,"07","10","1002","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001106",,PNG,avatar3.png,"1",제주 다레수안 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",54,"07","41","4105","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001107",,PNG,avatar11.png,"1",볼로냐 엘리자베스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00039",39,"07","31","3107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001108",,PNG,avatar3.png,"1",방콕 표트르 대제,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00055",54,"08","01","0104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001109",,PNG,avatar10.png,"1",다마스쿠스 후아나 1세,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00030",32,"07","34","3405","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001110",,PNG,avatar33.png,"1",멜버른 아바스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","06","05","00030",30,"03","10","1027","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001111",,PNG,avatar7.png,"1",논산 스벤 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00035",34,"05","01","0104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001112",,PNG,avatar27.png,"1",안성 데메트리오스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00060",63,"02","36","3613","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001113",,PNG,avatar24.png,"1",밴쿠버 후아나 1세,"","0","0","1","1","","","1","0","1","1","0","","0","06","04","00069",68,"08","46","4606","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001114",,PNG,avatar18.png,"1",양주 에드워드 6세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00030",31,"08","01","0104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001115",,PNG,avatar6.png,"1",논산 쉴레이만 1세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",29,"09","57","5710","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001116",,PNG,avatar28.png,"1",하남 옥타비아누스,"","0","0","1","1","","","1","0","1","1","0","","0","04","03","00035",34,"12","01","0122","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001117",,PNG,avatar21.png,"1",카트만두 조팝나무꽃,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00049",47,"11","50","5015","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001118",,PNG,avatar19.png,"1",이스탄불 루이 5세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00055",55,"03","01","0103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001119",,PNG,avatar2.png,"1",수원 카메하메하 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00039",39,"07","50","5008","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001120",,PNG,avatar10.png,"1",군산 세바스치앙 1세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00030",30,"07","21","2109","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001121",,PNG,avatar39.png,"1",모스크바 아르메리아,"","0","0","1","1","","","1","0","1","1","0","","0","01","00","00039",37,"08","21","2101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001122",,PNG,avatar31.png,"1",예루살렘 빨간앵초,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00055",55,"11","21","2102","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001123",,PNG,avatar8.png,"1",상트페테르부르크 프랑스 루이 13세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00030",33,"02","10","1022","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001124",,PNG,avatar6.png,"1",이스탄불 해바라기,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00029",28,"07","10","1023","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001125",,PNG,avatar29.png,"1",리마 프리드리히 빌헬름 1세,"","0","0","1","1","","","1","0","1","1","0","","0","04","03","00045",44,"07","10","1007","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001126",,PNG,avatar22.png,"1",오슬로 진달래,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00025",26,"05","50","5008","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001127",,PNG,avatar32.png,"1",강릉 후아나 1세,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00040",42,"08","46","4614","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001128",,PNG,avatar9.png,"1",워싱턴 D.C 능소화,"","0","0","1","1","","","1","0","1","1","0","","0","06","04","00059",59,"07","36","3609","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001129",,PNG,avatar35.png,"1",원주 발렌티니아누스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","04","03","00059",57,"07","41","4106","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001130",,PNG,avatar8.png,"1",바그다드 카지미에시 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00059",57,"13","34","3402","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001131",,PNG,avatar10.png,"1",브뤼헤 샤를,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00035",35,"07","41","4108","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001132",,PNG,avatar33.png,"1",하남 카지미에시 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00049",47,"13","24","2416","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001133",,PNG,avatar25.png,"1",안양 발데마르 2세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00025",25,"08","54","5413","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001134",,PNG,avatar10.png,"1",로마  엘리자베스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00055",55,"02","01","0103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001135",,PNG,avatar22.png,"1",멜버른 물망초,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00060",60,"04","01","0119","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001136",,PNG,avatar18.png,"1",당진 프리드리히 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00030",32,"08","21","2105","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001137",,PNG,avatar24.png,"1",교토 크세르크세스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00040",41,"05","36","3601","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001138",,PNG,avatar8.png,"1",탈린 무궁화,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00025",25,"05","24","2401","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001139",,PNG,avatar25.png,"1",멜버른 미카엘 3세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00039",38,"05","36","3621","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001140",,PNG,avatar37.png,"1",세종 주원장,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00030",30,"09","10","1003","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001141",,PNG,avatar19.png,"1",토론토 접시꽃,"","0","0","1","1","","","1","0","1","1","0","","0","06","03","00035",34,"12","01","0103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001142",,PNG,avatar8.png,"1",광명 필리프 2세,"","0","0","1","1","","","1","0","1","1","0","","0","05","05","00039",39,"06","54","5412","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001143",,PNG,avatar37.png,"1",브뤼셀 이반 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00040",41,"07","10","1020","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001144",,PNG,avatar17.png,"1",방콕 안티오코스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00045",46,"02","24","2404","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001145",,PNG,avatar20.png,"1",사나 라마 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00030",32,"04","50","5001","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001146",,PNG,avatar25.png,"1",진주 발렌티니아누스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00059",59,"07","41","4106","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001147",,PNG,avatar33.png,"1",서귀포 윌리엄 1세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00059",59,"09","10","1009","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001148",,PNG,avatar8.png,"1",드레스덴 스위트피,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00035",34,"11","01","0124","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001149",,PNG,avatar3.png,"1",거제 미트리다테스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",38,"07","10","1021","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001150",,PNG,avatar14.png,"1",바르샤바 다알리아,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00030",33,"09","01","0109","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001151",,PNG,avatar34.png,"1",안트베르펜 네모필라,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00049",47,"02","46","4608","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001152",,PNG,avatar14.png,"1",상하이 카지미에시 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00020",21,"07","54","5406","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001153",,PNG,avatar36.png,"1",튀니스 발데마르 2세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",28,"13","01","0101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001154",,PNG,avatar7.png,"1",키토 아도니스,"","0","0","1","1","","","1","0","1","1","0","","0","01","00","00049",49,"04","46","4613","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001155",,PNG,avatar38.png,"1",그라나다 다리우스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00035",35,"04","24","2415","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001156",,PNG,avatar25.png,"1",진주 악바르 대제,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00045",45,"13","01","0107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001157",,PNG,avatar11.png,"1",마드리드 벚꽃,"","0","0","1","1","","","1","0","1","1","0","","0","00","00","00055",54,"07","10","1017","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001158",,PNG,avatar23.png,"1",라호르 시메온 대제,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00039",39,"07","10","1007","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001159",,PNG,avatar25.png,"1",키토 아라비아의 별,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00065",66,"04","21","2101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001160",,PNG,avatar12.png,"1",카이로 스벤 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00030",32,"07","10","1015","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001161",,PNG,avatar14.png,"1",쿠알라룸푸르 안티오코스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","06","04","00030",30,"09","10","1020","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001162",,PNG,avatar36.png,"1",오슬로 카모밀레,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00029",28,"05","01","0104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001163",,PNG,avatar26.png,"1",예루살렘 람세스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00059",59,"07","10","1028","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001164",,PNG,avatar23.png,"1",프라하 데메트리오스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","00","00","00035",34,"07","10","1017","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001165",,PNG,avatar34.png,"1",페낭 옥타비아누스,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",37,"03","63","6302","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001166",,PNG,avatar38.png,"1",발데마르 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00035",34,"07","21","2102","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001167",,PNG,avatar3.png,"1",호치민 로사 캠피온,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00039",38,"07","50","5010","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001168",,PNG,avatar22.png,"1",울릉 필리프,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00025",25,"04","57","5714","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001169",,PNG,avatar32.png,"1",영주 악바르 대제,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00050",53,"07","01","0119","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001170",,PNG,avatar25.png,"1",도쿄 헨리 1세,"","0","0","1","1","","","1","0","1","1","0","","0","06","03","00045",44,"09","10","1004","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001171",,PNG,avatar18.png,"1",암스테르담 티무르 베그 구르카니,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00045",46,"07","46","4609","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001172",,PNG,avatar6.png,"1",교토 초롱꽃,"","0","0","1","1","","","1","0","1","1","0","","0","07","05","00050",52,"08","01","0105","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001173",,PNG,avatar27.png,"1",예루살렘 랑캄행 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00045",45,"07","01","0117","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001174",,PNG,avatar34.png,"1",베를린 패모,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",39,"01","01","0116","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001175",,PNG,avatar19.png,"1",바그다드 타마린드,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00029",27,"08","10","1023","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001176",,PNG,avatar4.png,"1",부에노스아이레스 초롱꽃,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00045",44,"02","24","2402","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001177",,PNG,avatar18.png,"1",의왕 루이 16세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00030",32,"06","36","3616","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001178",,PNG,avatar38.png,"1",예루살렘 유스티니아누스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00055",56,"04","10","1026","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001179",,PNG,avatar11.png,"1",사마르칸트 다알리아,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00029",29,"07","30","3001","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001180",,PNG,avatar17.png,"1",탈린 샤푸르 대제,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00050",53,"07","61","6101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001181",,PNG,avatar9.png,"1",그라나다 발렌티니아누스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",39,"07","46","4606","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001182",,PNG,avatar1.png,"1",여주 안티오코스 7세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00050",50,"07","46","4604","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001183",,PNG,avatar34.png,"1",코르도바 스노드롭,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00020",21,"09","01","0121","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001184",,PNG,avatar38.png,"1",리우 데 자네이루 바카리스,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00020",21,"02","01","0122","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001185",,PNG,avatar6.png,"1",라싸 범의귀,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00020",22,"01","24","2407","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001186",,PNG,avatar32.png,"1",서울 앙리 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00020",21,"11","36","3619","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001187",,PNG,avatar19.png,"1",뉴욕 스노드롭,"","0","0","1","1","","","1","0","1","1","0","","0","04","02","00030",33,"06","10","1024","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001188",,PNG,avatar29.png,"1",사나 세이지,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00025",25,"04","01","0115","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001189",,PNG,avatar17.png,"1",상트페테르부르크 카를루스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",27,"07","10","1015","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001190",,PNG,avatar2.png,"1",워싱턴 D.C 카메하메하 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00040",41,"08","10","1011","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001191",,PNG,avatar24.png,"1",멜버른 스벤 1세,"","0","0","1","1","","","1","0","1","1","0","","0","04","03","00030",32,"08","10","1031","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001192",,PNG,avatar35.png,"1",암만 능소화,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00049",47,"07","10","1009","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001193",,PNG,avatar34.png,"1",피렌체 서향,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00059",57,"07","10","1006","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001194",,PNG,avatar19.png,"1",서울 다비트 4세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00030",32,"08","10","1014","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001195",,PNG,avatar26.png,"1",더블린 갓개매취,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00049",49,"10","10","1004","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001196",,PNG,avatar28.png,"1",다마스쿠스 황금싸리,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00045",46,"11","10","1013","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001197",,PNG,avatar29.png,"1",도쿄 루이 16세,"","0","0","1","1","","","1","0","1","1","0","","0","04","03","00029",29,"03","10","1028","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001198",,PNG,avatar15.png,"1",여주 루도비코스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00030",31,"07","41","4104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001199",,PNG,avatar18.png,"1",키토 스노드롭,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00059",57,"07","41","4107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001200",,PNG,avatar27.png,"1",뉴올리언스 안티오코스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00030",31,"06","27","2709","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001201",,PNG,avatar14.png,"1",문경 프랑스 루이 13세,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00030",30,"11","46","4604","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001202",,PNG,avatar18.png,"1",헬싱키 봉선화,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00020",22,"04","44","4402","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001203",,PNG,avatar6.png,"1",더블린 비단향나무꽃,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00035",34,"07","01","0117","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001204",,PNG,avatar29.png,"1",안성 후아나 1세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00025",26,"04","01","0122","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001205",,PNG,avatar16.png,"1",코펜하겐 헨리 2세,"","0","0","1","1","","","1","0","1","1","0","","0","04","02","00035",36,"04","01","0109","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001206",,PNG,avatar19.png,"1",강릉 흑종초,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00055",54,"08","57","5708","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001207",,PNG,avatar24.png,"1",거제 발렌티니아누스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00025",26,"04","27","2706","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001208",,PNG,avatar16.png,"1",볼로냐 시메온 대제,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00040",40,"08","01","0108","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001209",,PNG,avatar36.png,"1",천안 쉴레이만 1세,"","0","0","1","1","","","1","0","1","1","0","","0","04","02","00029",28,"08","01","0116","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001210",,PNG,avatar38.png,"1",익산 카롤루스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00029",29,"01","30","3001","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001211",,PNG,avatar25.png,"1",뮌헨 능소화,"","0","0","1","1","","","1","0","1","1","0","","0","04","03","00045",46,"02","57","5704","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001212",,PNG,avatar18.png,"1",포천 크누드 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00045",46,"03","01","0114","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001213",,PNG,avatar23.png,"1",라파스 비단향나무꽃,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00029",29,"07","10","1022","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000001214",,PNG,avatar35.png,"1",주택과 세금,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00029",29,"04","36","3612","1",,,,,,"2021-08-27 01:07",S016217
